locality,postcode
Lauf an der Pegnitz,91207
Laufeld,54533
Laufen,83410
Laufenburg (Baden),79725
Laufersweiler,55487
Lauffen am Neckar,74348
Laugna,86502
Lauingen (Donau),89415
Laumersheim,67229
Lauperath,54649
Laupheim,88471
Laurenburg,56379
Lauscha,98724
Lauschied,55568
Lausnitz,07806
Laußig,04838
Laußig,04849
Laußnitz,01936
Lauta,02991
Lautenbach,77794
Lauter,96169
Lauterach,89584
Lauterbach,36341
Lauterbach,78730
Lauterbach,99826
Lauter-Bernsbach,08315
Lauterecken,67742
Lauterhofen,92283
Lautersheim,67308
Lauterstein,73111
Lautert,56355
Lautertal,36369
Lautertal,64686
Lautertal,96486
Lautrach,87763
Lautzenbrücken,56472
Lautzenhausen,55483
Lawalde,02708
Lawitz,15898
Lebach,66822
Lebrade,24306
Lebus,15326
Lebusa,04936
Lechbruck a.See,86983
Leck,25917
Lederhose,07589
Leegebruch,16767
Leer,26789
Leese,31633
Leezdorf,26529
Leezen,23816
Leezen,19067
Legau,87764
Legden,48739
Legde/Quitzöbel,19336
Lehe,25774
Lehe,25776
Lehe,26892
Lehesten,07349
Lehesten,07778
Lehmen,56332
Lehmkuhlen,24211
Lehmrade,23883
Lehnstedt,99441
Lehrberg,91611
Lehre,38165
Lehrensteinsfeld,74251
Lehrte,31275
Leibertingen,88637
Leiblfing,94339
Leichlingen,42799
Leidenborn,54619
Leidersbach,63849
Leienkaul,56759
Leiferde,38542
Leimbach,53518
Leimbach,54673
Leimbach,36433
Leimen,69181
Leimen,66978
Leimersheim,76774
Leinach,97274
Leinatal,99894
Leinburg,91227
Leinefelde-Worbis,37327
Leinefelde-Worbis,37339
Leinfelden-Echterdingen,70771
Leingarten,74211
Leiningen,56291
Leinsweiler,76829
Leinzell,73575
Leipheim,89340
Leipzig,04103
Leipzig,04105
Leipzig,04107
Leipzig,04109
Leipzig,04129
Leipzig,04155
Leipzig,04157
Leipzig,04158
Leipzig,04159
Leipzig,04177
Leipzig,04178
Leipzig,04179
Leipzig,04205
Leipzig,04207
Leipzig,04209
Leipzig,04229
Leipzig,04249
Leipzig,04275
Leipzig,04277
Leipzig,04279
Leipzig,04288
Leipzig,04289
Leipzig,04299
Leipzig,04315
Leipzig,04316
Leipzig,04317
Leipzig,04318
Leipzig,04319
Leipzig,04328
Leipzig,04329
Leipzig,04347
Leipzig,04349
Leipzig,04356
Leipzig,04357
Leisel,55767
Leisnig,04703
Leitzweiler,55779
Leiwen,54340
Leizen,17209
Lelkendorf,17168
Lemberg,66969
Lembruch,49459
Lemförde,49448
Lemgo,32657
Lemgow,29485
Lemnitz,07819
Lemwerder,27809
Lengdorf,84435
Lengede,38268
Lengenbostel,27419
Lengenfeld,08485
Lengenwang,87663
Lengerich,49525
Lengerich,49838
Lengfeld,98660
Lenggries,83661
Lenne,37627
Lennestadt,57368
Lenningen,73252
Lenningen,73266
Lensahn,23738
Lenterode,37318
Lentföhrden,24632
Lentföhrden,24640
Lenting,85101
Lenzen (Elbe),19309
Lenzerwische,19309
Lenzkirch,79853
Leonberg,71229
Leonberg,95666
Leopoldshagen,17375
Leopoldshöhe,33818
Letschin,15324
Lettweiler,67823
Leubsdorf,09573
Leubsdorf,53547
Leuchtenberg,92705
Leun,35638
Leuna,06237
Leupoldsgrün,95191
Leutenbach,71397
Leutenbach,91359
Leutenberg,07338
Leuterod,56244
Leutersdorf,02794
Leutersdorf,98617
Leutershausen,91578
Leutesdorf,56599
Leutkirch im Allgäu,88299
Levenhagen,17498
Leverkusen,51371
Leverkusen,51373
Leverkusen,51375
Leverkusen,51377
Leverkusen,51379
Leverkusen,51381
Lewitzrand,19372
Lewitzrand,19374
Lexgaard,25923
Lich,35423
Lichtenau,33165
Lichtenau,09244
Lichtenau,91586
Lichtenau,77839
Lichtenberg,95192
Lichtenberg,01896
Lichtenberg/Erzgebirge,09638
Lichtenborn,54619
Lichtenfels,35104
Lichtenfels,96215
Lichtenstein,72805
Lichtenstein/Sachsen,09350
Lichtentanne,08115
Lichtenwald,73669
Lichterfeld-Schacksdorf,03238
Liebenau,34396
Liebenau,31618
Liebenburg,38704
Liebenscheid,56479
Liebenwalde,16559
Lieberose,15868
Liebschützberg,04758
Liebshausen,55494
Liebstadt,01825
Liederbach,65835
Lieg,56290
Lienen,49536
Liepe,16248
Liepgarten,17375
Lierfeld,54597
Lierschied,56357
Liesenich,56858
Lieser,54470
Ließem,54636
Lieth,25770
Lietzen,15306
Lietzow,18528
Lilienthal,28865
Limbach,74838
Limbach,08468
Limbach,08491
Limbach,57629
Limbach,55606
Limbach-Oberfrohna,09212
Limburg a. d. Lahn,65549
Limburg a. d. Lahn,65550
Limburg a. d. Lahn,65551
Limburg a. d. Lahn,65552
Limburg a. d. Lahn,65553
Limburg a. d. Lahn,65554
Limburg a. d. Lahn,65555
Limburg a. d. Lahn,65556
Limburgerhof,67117
Limeshain,63694
Linau,22959
Lind,56729
Lind,53506
Linda,07819
Linda b. Weida,07580
Lindau,24214
Lindau (Bodensee),88131
Lindberg,94227
Linden,35440
Linden,57629
Linden,25791
Linden,66851
Linden,67706
Lindenau,01945
Lindenberg,67473
Lindenberg,17111
Lindenberg im Allgäu,88161
Lindendorf,15306
Lindenfels,64678
Lindenkreuz,07589
Lindenschied,55481
Lindern (Oldenburg),49699
Lindetal,17349
Lindewerra,37318
Lindewitt,24969
Lindholz,18334
Lindhorst,31698
Lindig,07768
Lindlar,51789
Lindow (Mark),16835
Lindwedel,29690
Lingen (Ems),49808
Lingen (Ems),49809
Lingen (Ems),49811
Lingenfeld,67360
Lingerhahn,56291
Linkenbach,56317
Linkenheim-Hochstetten,76351
Linnich,52441
Linsburg,31636
Linsengericht,63589
Linthe,14822
Linz am Rhein,53545
Linz am Rhein,53560
Lippersdorf-Erdmannsdorf,07646
Lippetal,59510
Lipporn,56357
Lipprechterode,99752
Lippstadt,59555
Lippstadt,59556
Lippstadt,59557
Lippstadt,59558
Lirstal,56767
Lisberg,96170
Lissendorf,54587
List auf Sylt,25992
Litzendorf,96123
Löbau,02708
Lobbach,74931
Löberschütz,07751
Löbichau,04626
Löbnitz,18314
Löbnitz,04509
Löchgau,74369
Lochum,57629
Löcknitz,17321
Lockstedt,25551
Loddin,17459
Lödla,04617
Löf,56332
Loffenau,76597
Löffingen,79843
Lohbarbek,25551
Lohberg,93470
Lohe-Föhrden,24806
Lohe-Rickelshof,25746
Lohfelden,34253
Lohheide,29303
Lohkirchen,84494
Löhma,07907
Lohmar,53797
Lohme,18551
Lohmen,01847
Lohmen,18276
Löhnberg,35792
Lohne,49393
Löhne,32584
Lohnsfeld,67727
Lohnweiler,67744
Lohra,35102
Lohr am Main,97816
Lohrheim,65558
Lohsa - Łaz,02999
Loiching,84180
Loissin,17509
Loit,24888
Loitsche-Heinrichsberg,39326
Loitz,17121
Loitzendorf,94359
Lollar,35457
Löllbach,67744
Lollschied,56357
Lommatzsch,01623
Longen,54338
Longkamp,54472
Longuich,54340
Löningen,49624
Lonnerstadt,91475
Lonnig,56295
Lonsee,89173
Lonsheim,55237
Looft,25582
Loop,24644
Loose,24366
Löptin,24250
Lorch,65391
Lorch,73547
Lörrach,79539
Lörrach,79540
Lörrach,79541
Lorsch,64653
Lorscheid,54317
Lorup,26901
Lörzweiler,55296
Losheim am See,66679
Lösnich,54492
Lossatal,04808
Loßburg,72290
Lößnitz,08294
Lotte,49504
Lottorf,24878
Lottstetten,79807
Lötzbeuren,56843
Löwenberger Land,16775
Löwenstedt,25864
Löwenstein,74245
Loxstedt,27612
Lübbecke,32312
Lübbenau/Spreewald,03222
Lübben (Spreewald),15907
Lübberstedt,27729
Lübberstorf,23992
Lübbow,29488
Lübeck,23552
Lübeck,23554
Lübeck,23556
Lübeck,23558
Lübeck,23560
Lübeck,23562
Lübeck,23564
Lübeck,23566
Lübeck,23568
Lübeck,23569
Lübeck,23570
Lübesse,19077
Lüblow,19288
Lubmin,17509
Lübow,23972
Lübs,17379
Lübstorf,19069
Lübtheen,19249
Lübz,19386
Lüchow,23898
Lüchow,29439
Lucka,04613
Luckaitztal,03229
Luckau,15926
Luckau (Wendland),29487
Luckenbach,57629
Lückenburg,54424
Luckenwalde,14943
Luckow,17375
Lüdenscheid,58507
Lüdenscheid,58509
Lüdenscheid,58511
Lüdenscheid,58513
Lüdenscheid,58515
Lüder,29394
Lüdersburg,21379
Lüdersdorf,23923
Lüdersfeld,31702
Lüdershagen,18314
Lüdinghausen,59348
Ludwigsau,36251
Ludwigsburg,71634
Ludwigsburg,71636
Ludwigsburg,71638
Ludwigsburg,71640
Ludwigsburg,71642
Ludwigsburg,71672
Ludwigschorgast,95364
Ludwigsfelde,14974
Ludwigshafen am Rhein,67059
Ludwigshafen am Rhein,67061
Ludwigshafen am Rhein,67063
Ludwigshafen am Rhein,67065
Ludwigshafen am Rhein,67067
Ludwigshafen am Rhein,67069
Ludwigshafen am Rhein,67071
Ludwigshöhe,55278
Ludwigslust,19288
Ludwigsstadt,96337
Ludwigswinkel,66996
Lüerdissen,37635
Lug,76848
Lugau,09385
Lügde,32676
Luhden,31711
Luhe-Wildenau,92706
Luhnstedt,24816
Luisenthal,99885
Lülsfeld,97511
Lunden,25774
Lünebach,54597
Lüneburg,21335
Lüneburg,21337
Lüneburg,21339
Lüneburg,21391
Lünen,44532
Lünen,44534
Lünen,44536
Lünne,48480
Lunow-Stolzenhagen,16248
Lunzenau,09328
Lupburg,92331
Lürschau,24850
Lüssow,18442
Lüssow,18276
Lustadt,67363
Lütau,21483
Lütetsburg,26524
Lutherstadt Eisleben,06295
Lütjenburg,24321
Lütjenholm,25842
Lütjensee,22952
Lütjenwestedt,25585
Lütow,17440
Lutter,37318
Lutter am Barenberge,38729
Lutterbek,24235
Lüttow-Valluhn,19246
Lütz,56290
Lützelbach,64750
Lützen,06686
Lutzerath,56826
Lutzhorn,25355
Lutzingen,89440
Lützkampen,54617
Lützow,19209
Luxem,56729
Lychen,17279
Lykershausen,56346
Maasbüll,24975
Maasen,27249
Maasholm,24404
Machern,04827
Macken,56290
Mackenbach,67686
Mackenrode,37318
Mackenrodt,55758
Magdala,99441
Magdeburg,39104
Magdeburg,39106
Magdeburg,39108
Magdeburg,39110
Magdeburg,39112
Magdeburg,39114
Magdeburg,39116
Magdeburg,39118
Magdeburg,39120
Magdeburg,39122
Magdeburg,39124
Magdeburg,39126
Magdeburg,39128
Magdeburg,39130
Magstadt,71106
Mahlberg,77972
Mahlstetten,78601
Mähren,56459
Mähring,95695
Maierhöfen,88167
Maihingen,86747
Maikammer,67487
Mainaschaff,63814
Mainbernheim,97350
Mainburg,84048
Mainhardt,74535
Mainhausen,63533
Mainleus,95336
Mainstockheim,97320
Maintal,63477
Mainz,55116
Mainz,55118
Mainz,55120
Mainz,55122
Mainz,55124
Mainz,55126
Mainz,55127
Mainz,55128
Mainz,55129
Mainz,55130
Mainz,55131
Maisach,82216
Maisborn,56291
Maitenbeth,83558
Maitzborn,55481
Malberg,57629
Malberg,54655
Malbergweich,54655
Malborn,54426
Malchin,17139
Malching,94094
Malchow,17213
Malente,23714
Malgersdorf,84333
Malk Göhren,19294
Mallersdorf-Pfaffenberg,84066
Malliß,19294
Malsburg-Marzell,79429
Malsch,69254
Malsch,76316
Malschwitz - Malešecy,02694
Malsfeld,34323
Malterdingen,79364
Mammelzen,57636
Mammendorf,82291
Mamming,94437
Manching,85077
Mandel,55595
Mandelbachtal,66399
Mandern,54429
Manderscheid,54649
Manderscheid,54531
Manhagen,23738
Mannebach,56769
Mannebach,54441
Mannheim,68159
Mannheim,68161
Mannheim,68163
Mannheim,68165
Mannheim,68167
Mannheim,68169
Mannheim,68199
Mannheim,68219
Mannheim,68229
Mannheim,68239
Mannheim,68259
Mannheim,68305
Mannheim,68307
Mannheim,68309
Mannweiler-Cölln,67822
Mansfeld,06343
Mantel,92708
Manubach,55413
Marbach am Neckar,71672
Marbach am Neckar,71711
Marburg,35037
Marburg,35039
Marburg,35041
Marburg,35043
Marburg,35094
March,79232
Margetshöchheim,97276
Mariaposching,94553
Marienberg,09496
Marienfels,56357
Marienfließ,16945
Marienhafe,26529
Marienhausen,56269
Marienheide,51709
Marienmünster,37696
Marienrachdorf,56242
Mariental,38368
Marienwerder,16348
Maring-Noviand,54484
Marisfeld,98530
Markdorf,88677
Markersdorf,02829
Markgröningen,71706
Märkisch Buchholz,15748
Märkische Heide,15913
Märkische Höhe,15377
Märkisch Linden,16818
Märkisch Luch,14715
Markkleeberg,04416
Mark Landin,16278
Marklkofen,84163
Marklohe,31608
Markneukirchen,08258
Markranstädt,04420
Marktbergel,91613
Markt Berolzheim,91801
Markt Bibart,91477
Marktbreit,97340
Markt Einersheim,97348
Markt Erlbach,91459
Marktgraitz,96257
Marktheidenfeld,97828
Markt Indersdorf,85229
Marktl,84533
Marktleugast,95352
Marktleuthen,95168
Markt Nordheim,91478
Marktoberdorf,87616
Marktoffingen,86748
Marktredwitz,95615
Markt Rettenbach,87733
Marktrodach,96364
Marktschellenberg,83487
Marktschorgast,95509
Markt Schwaben,85570
Marktsteft,97342
Markt Taschendorf,91480
Markt Wald,86865
Marktzeuln,96275
Markvippach,99195
Marl,45768
Marl,45770
Marl,45772
Marl,49448
Marloffstein,91080
Marlow,18337
Marne,25709
Marnerdeich,25709
Marnheim,67297
Maroldsweisach,96126
Marolterode,99994
Maroth,56271
Marpingen,66646
Marquartstein,83250
Marsberg,34431
Marschacht,21436
Martensrade,24238
Martfeld,27327
Marth,37318
Martinroda,98693
Martinsheim,97340
Martinshöhe,66894
Martinstein,55627
Marxen,21439
Marxheim,86688
Marxzell,76359
Marzhausen,57627
Marzling,85417
Masburg,56761
Maselheim,88437
Maßbach,97711
Massenbachhausen,74252
Massen-Niederlausitz,03238
Massen-Niederlausitz,03246
Masserberg,98666
Massing,84323
Maßweiler,66506
Mastershausen,56869
Masthorn,54597
Matzenbach,66909
Matzerath,54597
Mauchenheim,67294
Mauden,57520
Mauel,54649
Mauer,69256
Mauern,85419
Mauerstetten,87665
Maulbronn,75433
Maulburg,79689
Mauschbach,66500
Mauth,94151
Maxdorf,67133
Maxhütte-Haidhof,93142
Maxsain,56244
Mayen,56727
Mayen,56729
Mayschoß,53508
Mechelroda,99441
Mechernich,53894
Mechow,23909
Mechtersen,21358
Meckel,54636
Meckenbach,55606
Meckenbach,55767
Meckenbeuren,88074
Meckenheim,53340
Meckenheim,67149
Meckesheim,74909
Medard,67744
Meddersheim,55566
Meddewade,23847
Medebach,59964
Medelby,24994
Medlingen,89441
Medow,17391
Meeder,96484
Meerane,08393
Meerbeck,31715
Meerbusch,40667
Meerbusch,40668
Meerbusch,40670
Meerfeld,54531
Meersburg,88709
Meesiger,17111
Meezen,24594
Megesheim,86750
Meggerdorf,24799
Meggerdorf,24861
Mehlbach,67735
Mehlbek,25588
Mehlingen,67678
Mehlmeisel,95694
Mehmels,98634
Mehna,04626
Mehren,57635
Mehren,54552
Mehring,84561
Mehring,54346
Mehrstetten,72537
Meiersberg,17375
Meinborn,56584
Meine,38527
Meinersen,38536
Meinerzhagen,58540
Meineweh,06721
Meinhard,37276
Meinheim,91802
Meiningen,98617
Meiningen,98639
Meisburg,54570
Meisenheim,55590
Meißen,01662
Meißenheim,77974
Meißner,37290
Meitingen,86405
Melbeck,21406
Melchow,16230
Meldorf,25704
Melle,49324
Melle,49326
Melle,49328
Mellenthin,17429
Mellingen,99441
Mellinghausen,27249
Mellrichstadt,97638
Melsbach,56581
Melsdorf,24109
Melsungen,34212
Melz,17209
Memmelsdorf,96117
Memmingen,87700
Memmingerberg,87766
Menden,58706
Menden,58708
Menden,58710
Mendig,56743
Mengen,88512
Mengerschied,55490
Mengerskirchen,35794
Mengkofen,84152
Menningen,54310
Menslage,49637
Menteroda,99976
Menteroda,99996
Menzendorf,23923
Meppen,49716
Merching,86504
Merchweiler,66589
Merdingen,79291
Merenberg,35799
Mering,86415
Merkelbach,57629
Merkendorf,91732
Merklingen,89188
Merlscheid,54597
Mermuth,56283
Merschbach,54426
Merseburg,06217
Mertendorf,06618
Mertendorf,07619
Mertesdorf,54318
Mertesheim,67271
Mertingen,86690
Mertloch,56753
Merxheim,55627
Merzalben,66978
Merzdorf,04932
Merzen,49586
Merzenich,52399
Merzhausen,79249
Merzig,66663
Merzkirchen,54439
Merzweiler,67746
Meschede,59872
Mescherin,16307
Mesekenhagen,17498
Mesenich,56820
Mespelbrunn,63875
Messel,64409
Messenkamp,31867
Messerich,54636
Messingen,49832
Meßkirch,88605
Meßstetten,72469
Mestlin,19374
Metelen,48629
Metelsdorf,23972
Metten,94526
Mettendorf,54675
Mettenheim,84562
Mettenheim,67582
Metterich,54634
Mettingen,49497
Mettlach,66693
Mettmann,40822
Mettweiler,55777
Metzenhausen,55481
Metzingen,72555
Meudt,56414
Meura,98744
Meusebach,07646
Meuselwitz,04610
Meuspath,53520
Meyenburg,16945
Meyn,24980
Michelau in Oberfranken,96247
Michelau i.Steigerwald,97513
Michelbach,57610
Michelbach,56288
Michelbach an der Bilz,74544
Michelfeld,74545
Michelsneukirchen,93185
Michelstadt,64720
Michendorf,14552
Mickhausen,86866
Midlum,25938
Miehlen,56357
Mielkendorf,24247
Miellen,56132
Miesbach,83714
Miesitz,07819
Mietingen,88487
Mihla,99826
Milda,07751
Mildenau,09456
Mildstedt,25866
Millienhagen-Oebelitz,18461
Milmersdorf,17268
Milow,19294
Milow,19300
Milower Land,14715
Miltach,93468
Miltenberg,63897
Mindelheim,87719
Mindelstetten,93349
Minden,32423
Minden,32425
Minden,32427
Minden,32429
Minden,54310
Minderlittgen,54518
Minfeld,76872
Minheim,54518
Mintraching,93098
Mirow,17252
Misselberg,56377
Missen-Wilhams,87547
Mistelbach,95511
Mistelgau,95490
Mistorf,18276
Mittelangeln,24986
Mittelbiberach,88441
Mittelbrunn,66851
Mitteleschenbach,91734
Mittelfischbach,56370
Mittelherwigsdorf,02763
Mittelhof,57537
Mittelneufnach,86868
Mittelnkirchen,21720
Mittelpöllnitz,07819
Mittelreidenbach,55758
Mittelsinn,97785
Mittelsömmern,99955
Mittelstenahe,21770
Mittelstetten,82293
Mittelstrimmig,56858
Mittenaar,35756
Mittenwald,82481
Mittenwalde,15749
Mittenwalde,17268
Mitterfels,94360
Mitterskirchen,84335
Mitterteich,95666
Mittweida,09648
Mitwitz,96268
Mixdorf,15299
Möckern,39279
Möckern,39291
Möckern,07646
Möckmühl,74219
Mockrehna,04862
Modautal,64397
Mödingen,89426
Moers,47441
Moers,47443
Moers,47445
Moers,47447
Mogendorf,56424
Mögglingen,73563
Möglingen,71696
Mohlsdorf-Teichwolframsdorf,07987
Möhnesee,59519
Möhnsen,21493
Möhrendorf,91096
Mohrkirch,24392
Mohrkirch,24405
Mohrkirch,24891
Moisburg,21647
Molauer Land,06618
Molbergen,49696
Molfsee,24113
Möllenbeck,17237
Möllenbeck,19300
Möllenhagen,17219
Mölln,17091
Mölln,23879
Molsberg,56414
Molschleben,99869
Mölschow,17449
Mölsheim,67591
Moltzow,17194
Molzhain,57520
Mömbris,63776
Mömlingen,63853
Mommenheim,55278
Mönchberg,63933
Mönchengladbach,41061
Mönchengladbach,41063
Mönchengladbach,41065
Mönchengladbach,41066
Mönchengladbach,41068
Mönchengladbach,41069
Mönchengladbach,41169
Mönchengladbach,41179
Mönchengladbach,41189
Mönchengladbach,41199
Mönchengladbach,41236
Mönchengladbach,41238
Mönchengladbach,41239
Mönchenholzhausen,99198
Mönchgut,18586
Mönchhagen,18182
Mönchpfiffel-Nikolausrieth,06556
Mönchsdeggingen,86751
Mönchsroth,91614
Mönchweiler,78087
Monheim,86653
Monheim am Rhein,40789
Mönkeberg,24248
Mönkebude,17375
Mönkhagen,23619
Mönkloh,24576
Monreal,56729
Monschau,52156
Monsheim,67590
Mönsheim,71297
Monstab,04617
Montabaur,56410
Möntenich,56754
Monzelfeld,54472
Monzernheim,55234
Monzingen,55569
Moordiek,25597
Moorenweis,82272
Moorgrund,36433
Moorhusen,25554
Moormerland,26802
Moorrege,25436
Moorweg,26427
Moos,94554
Moos,78345
Moosach,85665
Moosbach,92709
Moosburg,85368
Moosburg,88422
Moosinning,85452
Moosthenning,84164
Moraas,19230
Morbach,54497
Mörel,24594
Mörfelden-Walldorf,64546
Moringen,37186
Moritzburg,01468
Moritzheim,56865
Mörlen,57583
Mörlenbach,69509
Mörnsheim,91804
Morsbach,51597
Mörsbach,57629
Mörschbach,55494
Morscheid,54317
Morschen,34326
Morschheim,67294
Mörschied,55758
Mörsdorf,56290
Mörsdorf,07646
Mörsfeld,67808
Morshausen,56283
Mörstadt,67591
Mosbach,74821
Mosbruch,56767
Moschheim,56424
Moselkern,56254
Möser,39175
Möser,39291
Mossautal,64756
Moßbach,07907
Mössingen,72116
Motten,97786
Möttingen,86753
Mötzing,93099
Mötzingen,71159
Moxa,07381
Mözen,23795
Much,53804
Mucheln,24238
Mücheln (Geiseltal),06249
Mücheln (Geiseltal),06255
Mücheln (Geiseltal),06268
Mücheln (Geiseltal),06632
Muchow,19300
Mücka - Mikow,02906
Mücke,35325
Mückeln,54558
Mudau,69427
Müden (Aller),38539
Mudenbach,57614
Müden (Mosel),56254
Mudersbach,57555
Mudershausen,65623
Mügeln,04769
Muggensturm,76461
Müglitztal,01809
Mühbrook,24582
Mühlacker,75417
Mühlau,09241
Mühlberg/Elbe,04895
Mühlberg/Elbe,04931
Mühldorf a. Inn,84453
Mühlenbach,77796
Mühlenbarbek,25548
Mühlenbecker Land,16515
Mühlenbecker Land,16552
Mühlenbecker Land,16567
Mühlenberge,14662
Mühlen Eichsen,19205
Mühlenfließ,14822
Mühlenfließ,14823
Mühlenrade,21493
Mühlental,08626
Mühlhausen,69242
Mühlhausen,96172
Mühlhausen,92360
Mühlhausen,99974
Mühlhausen,99998
Mühlhausen-Ehingen,78259
Mühlhausen im Täle,73347
Mühlheim am Main,63165
Mühlheim an der Donau,78570
Mühlingen,78357
Mühlpfad,56291
Mühl Rosin,18276
Mühltal,64367
Muhr am See,91735
Mülbach,54636
Mulda/Sachsen,09619
Muldenhammer,08262
Muldestausee,06774
Mulfingen,74673
Mülheim an der Mosel,54486
Mülheim an der Ruhr,45468
Mülheim an der Ruhr,45470
Mülheim an der Ruhr,45472
Mülheim an der Ruhr,45473
Mülheim an der Ruhr,45475
Mülheim an der Ruhr,45476
Mülheim an der Ruhr,45478
Mülheim an der Ruhr,45479
Mülheim an der Ruhr,45481
Mülheim-Kärlich,56218
Müllenbach,53520
Müllenbach,56761
Müllheim,79379
Müllrose,15299
Mülsen,08132
Münchberg,95213
Müncheberg,15374
Münchehofe,15748
München,80331
München,80333
München,80335
München,80336
München,80337
München,80339
München,80469
München,80538
München,80539
München,80634
München,80636
München,80637
München,80638
München,80639
München,80686
München,80687
München,80689
München,80796
München,80797
München,80798
München,80799
München,80801
München,80802
München,80803
München,80804
München,80805
München,80807
München,80809
München,80933
München,80935
München,80937
München,80939
München,80992
München,80993
München,80995
München,80997
München,80999
München,81241
München,81243
München,81245
München,81247
München,81249
München,81369
München,81371
München,81373
München,81375
München,81377
München,81379
München,81475
München,81476
München,81477
München,81479
München,81539
München,81541
München,81543
München,81545
München,81547
München,81549
München,81667
München,81669
München,81671
München,81673
München,81675
München,81677
München,81679
München,81735
München,81737
München,81739
München,81825
München,81827
München,81829
München,81925
München,81927
München,81929
München,85540
Münchenbernsdorf,07589
Münchhausen,35117
Münchsmünster,85126
Münchsteinach,91481
Münchwald,55595
Münchweiler am Klingbach,76857
Münchweiler an der Alsenz,67728
Münchweiler an der Rodalb,66955
Münchweiler an der Rodalb,66981
Mundelsheim,74395
Munderkingen,89597
Mündersbach,56271
Münk,56729
Munkbrarup,24960
Münnerstadt,97702
Munningen,86754
Münsing,82541
Münsingen,72525
Munster,29633
Münster,48143
Münster,48145
Münster,48147
Münster,48149
Münster,48151
Münster,48153
Münster,48155
Münster,48157
Münster,48159
Münster,48161
Münster,48163
Münster,48165
Münster,48167
Münster,86692
Münsterappel,67822
Münsterdorf,25587
Münsterhausen,86505
Münster (Hessen),64839
Münstermaifeld,56294
Münster-Sarmsheim,55424
Münstertal/Schwarzwald,79244
Münzenberg,35516
Murchin,17390
Murg,79730
Mürlenbach,54570
Murnau am Staffelsee,82418
Murr,71711
Murrhardt,71540
Müsch,53533
Müschenbach,57629
Müssen,21516
Mustin,23911
Mustin,19406
Musweiler,54534
Mutlangen,73557
Mutterschied,55469
Mutterstadt,67112
Mützenich,54608
Muxerath,54673
Nabburg,92507
Nachrodt-Wiblingwerde,58769
Nachtsheim,56729
Nack,55234
Nackenheim,55299
Nadrensee,17329
Nagel,95697
Nagold,72202
Nahe,23866
Nahrendorf,21369
Naila,95119
Nalbach,66809
Namborn,66640
Nandlstadt,85395
Nandlstadt,85405
Nannhausen,55469
Nanzdietschweiler,66909
Nasingen,54673
Nassau,56377
Nassenfels,85128
Nastätten,56355
Natendorf,29587
Nattenheim,54636
Nattheim,89564
Nauen,14641
Nauendorf,99448
Nauheim,64569
Naumburg,34311
Naumburg (Saale),06618
Naumburg (Saale),06628
Naundorf,04758
Naundorf,04769
Naunheim,56753
Naunhof,04683
Nauort,56237
Naurath (Eifel),54340
Naurath (Wald),54426
Nauroth,57583
Nausnitz,07616
Nazza,99826
Nebel,25946
Nebelschütz - Njebjelčicy,01920
Nebra (Unstrut),06642
Neckarbischofsheim,74924
Neckargemünd,69151
Neckargerach,69437
Neckarsteinach,69239
Neckarsulm,74172
Neckartailfingen,72666
Neckartenzlingen,72654
Neckarwestheim,74382
Neckarzimmern,74865
Neddemin,17039
Neef,56858
Neenstetten,89189
Neetze,21398
Neetzka,17349
Neetzow-Liepen,17391
Negenborn,37643
Negenharrie,24625
Negernbötel,23795
Nehms,23813
Nehmten,24326
Nehren,56820
Nehren,72147
Neichen,54552
Neidenbach,54657
Neidenfels,67468
Neidenstein,74933
Neidlingen,73272
Neißeaue,02829
Neiße-Malxetal,03159
Neißemünde,15898
Neitersen,57638
Nellingen,89191
Nemsdorf-Göhrendorf,06268
Nenndorf,26556
Nennhausen,14715
Nennslingen,91790
Nentershausen,36214
Nentershausen,56412
Nerdlen,54552
Nerenstetten,89129
Neresheim,73450
Neritz,23843
Neroth,54570
Nersingen,89278
Nerzweiler,67749
Neschwitz - Njeswačidło,02699
Nesse-Apfelstädt,99192
Nesselwang,87484
Nessetal,99869
Netphen,57250
Nettelsee,24250
Nettersheim,53947
Nettetal,41334
Netzbach,65623
Netzschkau,08491
Neualbenreuth,95698
Neu-Anspach,61267
Neu-Bamberg,55546
Neuberend,24879
Neuberg,63543
Neubeuern,83115
Neubiberg,85579
Neu Boltenhagen,17509
Neubörger,26909
Neubrandenburg,17033
Neubrandenburg,17034
Neubrandenburg,17036
Neubrunn,97277
Neubrunn,98617
Neubukow,18233
Neubulach,75385
Neubulach,75387
Neuburg,23974
Neuburg a.d.Kammel,86476
Neuburg a.Inn,94036
Neuburg a.Inn,94127
Neuburg am Rhein,76776
Neuburg an der Donau,86633
Neuching,85467
Neu Darchau,29490
Neudenau,74861
Neudorf-Bornstein,24214
Neudrossenfeld,95512
Neu Duvenstedt,24791
Neu Duvenstedt,24794
Neu-Eichenberg,37249
Neuenbrook,25361
Neuenbrook,25578
Neuenbürg,75305
Neuenburg am Rhein,79395
Neuendeich,25436
Neuendettelsau,91564
Neuendorf,97788
Neuendorf,54597
Neuendorf bei Elmshorn,25335
Neuendorf-Sachsenbande,25554
Neuengönna,07778
Neuengörs,23818
Neuenhagen bei Berlin,15366
Neuenhaus,49828
Neuenkirchen,48485
Neuenkirchen,25792
Neuenkirchen,21640
Neuenkirchen,17498
Neuenkirchen,17039
Neuenkirchen,17392
Neuenkirchen,18569
